Korpusglosa,Lexikonglosa,ID
TILLFÄLLE[NN?],,
TILLFÄLLIG[JJ],TILLFÄLLIGT(J+Jvt),08306
TILLHÖRA[VB],HÖR-TILL(JJvt:),00772
TILLSAMMANS[AB],TILLSAMMANS(SS),01464
TILLÄGGA[VB],TILLÄGGA(J+A+vä),01299
TILLÄGGA(A)[VB],,
TIMMAR[NN],TIMMAR(J+L),15858
TIMMAR(Lbs)[NN],TIMMAR(J+7a),15859
TIMME[NN],TIMME(J+L),03019
TIMME+[NN?],,
TIMMER[NN],,
TINNITUS[NN],TINNITUS(5b),13566
TINNITUS[NN],TINNITUS(B),13567
TINNITUS[NN],TINNITUS(BB),12963
TIO[RG],TIO(55),11951
TIO(Y)[RG],TIO(Y),04475
TIPS[NN],TIPS(J+7a),05395
TISDAG[NN],TISDAG(7),03455
TITTA[VB],TITTA(V),04101
TITTA-FRAM[VB],,
TITTA-PÅ[VB],TITTA-PÅ(V),08576
TITTA-PÅ(4)[VB],TITTA-PÅ(V),08576
TITTA-PÅ.FL[VB],TITTA-PÅ(V),08576
TITTA-PÅ.OMKRING[VB],TITTA-PÅ(V),08576
TITTA-PÅ.RECIPROK[VB],,
TJATA[VB],TJATA(LL),03079
TJEJ[NN],TJEJ(Jvt),05988
TJEJ.PL[NN],TJEJ(Jvt),05988
TJOCK[JJ],TJOCK(55),02257
TJUGO[RG],TJUGO(V),11898
TJUR[NN],TJUR(7a),03326
TJUR[NN],TJUR(H),07951
TJÄNA[VB],TJÄNA(J+5b),01578
TJÄNST[NN],TJÄNST(J),12057
TOALETT[NN],TOALETT(L),02800
TOALETT[NN],TOALETT(V),04074
TOKIG[JJ],TOKIG(7a),15793
TOLK[NN],TOLK(J+J+upp),00439
TOLK[NN],TOLK(J+J+ner),05214
TOLKA[VB],TOLKA(J+J+ner),00440
TOLKA[VB],TOLKA(J+J+upp),05217
TOLV[RG],TOLV(G+V),11890
TOLV[RG],TOLV(V),05007
TOLV[RG],TOLV(J+V),08933
TOM[JJ],TOM(J+J+slås),00453
TOMAT[NN],TOMAT(L),06362
TOMT[NN],,
TOMTE[NN],TOMTE(Jt),02758
TOPPEN[JJ],TOPPEN(L+7v),03288
TORG[NN],TORG(J),12304
TORKA[VB],TORKA(55),05236
TORN[NN],TORN(S+S),07404
TORSDAG[NN],TORSDAG(7),03453
TORSDAG[NN],TORSDAG(7>7b),03454
TORSDAG[NN],TORSDAG(7>O),08003
TOTAL[JJ],TOTALT(55),12310
tp@&,,
TRADITION[NN],TRADITION(LL),03081
TRAFIK[NN],TRAFIK(55),01037
TRAFIK[NN],TRAFIK(44),04941
TRAPPA[NN],TRAPPA(J),00246
TRAPPA[NN],TRAPPA(JJ),13176
TRAPPA[NN],TRAPPA(J+ner),05177
TRASIG[VBS],TRASIG(GG),04626
TRE[RG],TRE(3),11880
TRETTIO[RG],TRETTIO(3),11908
TRETTON[RG],TRETTON(G+3),11891
TRETTON[RG],TRETTON(3),05008
TRETTON[RG],TRETTON(J+upp+3),08934
TREVLIG[JJ],TREVLIG(B),02355
TRIVAS[VB],TRIVS(JJ),00533
TRO[VB],TRO(7),07173
TRO[VB],TRO(T),09032
TROTS[KN],TROTS(LL),15961
TRO*INTE[VB],TRO(7)*INTE,09207
TRYCKA[VB],TRYCKA(J+G),02004
TRYCKA[VB],TRYCKA(J+J),16024
TRYGG[VBS],TRYGG(JJ),00537
TRYGG[VBS],TRYGG(Jvt),05249
TRYGG[VBS],TRYGG(88),15780
TRYGG[VBS],TRYGG(VV),15781
TRÄ[NN],TRÄ(J),12276
TRÄ[NN],TRÄ(J:),08993
TRÄD[NN],TRÄD(LL),03190
TRÄD(Y)[NN],TRÄD(55),12811
TRÄD(Y).FALLA[VB],,
TRÄFF[NN],TRÄFF(J+Lb),13030
TRÄFFA-MÅL[VB],,
TRÄFFAS[VB],TRÄFFA(LL),03194
TRÄFFAS.INTENSIV[VB],,
TRÄNA[VB],TRÄNA(G+A),01288
TRÄNA[VB],TRÄNA(G+B),02436
TRÄNARE[NN],TRÄNARE(G+B),08652
TRÄNING[NN],TRÄNING(G+B),13038
TRÅD[NN],,
TRÅKIG[JJ],TRÅKIG(BB),02465
TRÅKIG[JJ],TRÅKIG(B),07588
TRÅNG[JJ],TRÅNG(GG),02205
TRÖJA[NN],TRÖJA(55),00945
TRÖJA[NN],TRÖJA(55+båge),05413
TRÖTT[VBS],TRÖTT(55),00966
TUFF[JJ],TUFF(B),02335
TUFF[JJ],TUFF(B+vrids),07534
TUMMEN-NED[VB/INTERJ?],,
TUMMEN-UPP[INTERJ],BRA(B),12077
TUNG[JJ],TUNG(GG),02214
TUNN[JJ],TUNT(HH),08068
TUNNELBANA[NN],TUNNELBANA(J+T),03456
TUNNELBANA[NN],TUNNELBANA(7),08004
TUPP[NN],TUPP(8),04311
TUR@b[NN],TUR@b,04221
TURAS-OM[VB],TURAS-OM(V),08785
TURIST[NN],TURIST(55),00959
TURNERING[NN],TURNERING(GG),13056
TUSEN[NN],TUSEN(T),03451
TVEKA[VB],TVEKA(55+uppv),11827
TVILLING[NN],TVILLING(JJ),00658
TVINGA[VB],TVINGA(G+G),02096
TVISTA[VB],TVIST(LL),03123
TVIVLA(Y)[VB],TVEKSAM(55),00989
TVIVLA(Ybt)[VB],FÖRSTÅ-INTE(55b),01693
TVUNGEN[VBS],TVUNGEN(G+G),05431
TVÄRTOM[AB],TVÄRTOM(LL),03212
TVÄRTOM[AB],TVÄRTOM(LL+byte),08634
TVÄTTA[VB],TVÄTTA(G+fram),03548
TVÄTTA[VB],TVÄTTA(G+G),02080
TVÄTTA.HÄNDER[VB],TVÄTTA-HÄNDER(JJ),01056
TVÅ[RG],TVÅ(V),11879
TYCKA[VB],TYCKA(J),00182
TYCKA-OM[VB],,
TYDLIG[JJ],TYDLIG(L+L),02933
TYNA[VB],,
TYP[AB],TYP(J+L),02992
TYP@b[AB],TYP@b,05434
TYPISK[JJ],TYPISK(J+L),02991
TYST[JJ],TYST(L),01867
TYVÄRR[AB],TYVÄRR(BB),02466
TYVÄRR[AB],TYVÄRR(B),07591
TÄCKA[VB],TÄCKA(J+J),04749
TÄNDA-LYSE[VB],,
TÄNDA-PÅ[VB],TÄND-PÅ(L+7a),09960
TÄNDSTICKA[NN],TÄNDSTICKA(L+7a),03388
TÄNDSTICKA[NN],TÄNDSTICKA(7o+7o),07968
TÄNKA[VB],TÄNKA(L),02584
TÄNKA-PÅ[VB],,
TÄNKA*OM@b[VB],,
TÄNKA*PÅ[VB],TÄNKA^PÅ,05647
TÄLTA[VB],,
TÄPPT[JJ],NÄSTÄPPA(7v),15919
TÄVLA[VB],TÄVLA(BB),02522
TÅG[NN],TÅG(J+Vb),04408
TÅLA[VB],TÅLA(J+L),02882
TÅLAMOD[NN],TÅLAMOD(G),01985
TÅLAMOD[NN],TÅLAMOD(G+spel),13086
TÅL*INTE[VB],,
TÅRA[VB],,
TÅRTA[NN],TÅRTA(J+7b),03709
TÖRSTIG[JJ],TÖRSTIG(J),00139
UGGLA[NN],UGGLA(LLb),03561
UGGLA[NN],UGGLA(Lb),08031
UMGÅS[VB],UMGÅS(JJ),00578
UNDER[PP],UNDER(J+J),00464
UNDERLIG[VBS],UNDERLIG(J+G),04861
UNDERLIG[VBS],UNDERLIG(J+L>5),07448
UNDERSÖKA[VB],UNDERSÖKA(^),04091
UNDERSÖKA[VB],UNDERSÖKA(VV),08222
UNDERTECKNA[VB],UNDERTECKNA(J+N+vrids),03978
UNDERTECKNA[VB],UNDERTECKNA(J+N),04914
UNDERTECKNA[VB],UNDERTECKNA(J+N+ner),08195
UNDERVISA[VB],UNDERVISA(AA:),01352
UNDERVISA[VB],UNDERVISA(AA),01354
UNDERVISNING[NN],,
UNDRA[VB],UNDRAR(5),00794
UNDVIKA[VB],,
UNG[JJ],UNG(Jvt),01099
UNG.PL[JJ],,
UNGDOM[NN],UNGDOM(Jv+haka),05458
UNGE[NN],UNGE(I),04465
UNGEFÄR[AB],UNGEFÄR(J+upp),00267
UNGEFÄR[AB],UNGEFÄR(J+J),00375
UNGEFÄR[AB],UNGEFÄR(JJ),00643
UNGEFÄR[AB],UNGEFÄR(J),08999
UNIVERSITET[NN],UNIVERSITET(B),02300
UNIVERSITET[NN],UNIVERSITET(N),03934
UPP[PEK],UPP(L),05446
UPPFATTA[VB],UPPFATTA(JJ>AA),00765
UPPFATTA[VB],UPPFATTA(L/JJ),02580
UPPFATTA[VB],UPPFATTA(Jt>A),05338
UPPFATTA[VB],UPPFATTA(JJt>A),04874
UPPFATTA-AUDITIV[VB],,
UPPFOSTRA[VB],UPPFOSTRA(QQ),03921
UPPGIFT[NN],UPPGIFT(55b>G+in),09700
UPPGIFT[NN],UPPGIFT(55b>G+upp),09701
UPPGIFT.PL[NN],UPPGIFT(55b>G+in),09700
UPPGIFT.PL[NN],UPPGIFT(55b>G+upp),09701
UPPHANDLA[VB],UPPHANDLING(QQ),12068
UPPHETSAD[JJ],UPPHETSAD(55),06000
UPPLEVA[VB],UPPLEVA(55),01039
UPPMUNTRA[VB],UPPMUNTRA(JJ),00629
UPPMÄRKSAM[JJ],UPPMÄRKSAM(77a),03320
UPPMÄRKSAM[JJ],UPPMÄRKSAM(7a),07942
UPPSATS[NN],UPPSATS(J+7a),12286
UPPSKATTA[VB],UPPSKATTA(J+J),05098
UPPSKATTA[VB],UPPSKATTA(J^J+J),00099
UPPTAGEN[VBS],UPPTAGEN(55b),01717
UPPTÄCKA[VB],UPPTÄCKA(7),03268
UPPTÄCKA[VB],UPPTÄCKA(77v),07919
URSÄKTA[VB],URSÄKTA(J),00056
UT@b[VB],UT@b,05459
UTAN[PP],UTAN(J+J),00382
UTAN[PP],UTAN(J+J+vrids),12330
UTAN-AVBROTT[AB],I-RAD(J+J),00384
UTAN-TVEKAN[VB],,
UTANFÖR[PP],UTANFÖR(J+J),00291
UTBILDNING[NN],UTBILDNING(AA),01318
UTE[AB],UTE(JJvt),01180
UTE[AB],UTE(Jvt),05500
UTFLYKT[NN],UTFLYKT(55),00960
UTRUSTNING[NN],UTRUSTNING(GG),05692
UTSÄTTAS-FÖR[VB],,
UTTAGA[VB],UTSE(7v),03282
UTTAGNING[NN],UTTAGNING(77),13462
UTTRYCKA[VB],UTTRYCKA-SIG(OO),01857
UTVECKLA[VB],UTVECKLA(LL),03100
VA@b[INTERJ],VA@b,16650
VACKER[JJ],VACKER(Jt),00755
VAD[PN],VAD(JJ),00644
VAD-GÖRA[AB],GÖRA(JJ),00563
VAD-GÖRA@g[G],(gest),00735
VAGN[NN],VAGN(LL),03120
VAKNA[VB],VAKNA(7a),03322
VAKNA[VB],VAKNA(77a),07945
VAKNA-UPP[VB],,
VAKT[NN],VAKT(G+Vb),04373
VAKT[NN],VAKT(^Vb),08332
VAKTA[VB],VAKTA(^),04374
VAKTA[VB],VAKTA(G+Vb),08333
VAL[NN],VAL(7v),03283
VAL[NN],VAL(L+7v),03290
VAN@b[VBS],VAN@b,09257
VANA@b[NN],,
VANDRA[VB],VANDRA(BB),13852
VANDRA[VB],VANDRA(J+V),04241
VANLIG[JJ],VANLIG(V^VV),04095
VANLIG[JJ],VANLIG(VV),04922
VANLIG[JJ],VANLIG(V),08224
VANSINNIG[JJ],,
VAR[AB],VAR(L),02847
VARA[VB],VARA(J),00239
VARA[VB],VARA(JJ),05173
VARSIN.FL[PN?],VARSIN(L),05473
VARSÅGOD[INTERJ],VARSÅGOD(J),00278
VARA@b[VB],VARA@b,09261
VARANDRA[PN],VARANDRA(VV),04290
VARANDRA[PN],VARANDRA(V),16253
VARANNAN[RG],VARANNAN(V),00948
VARANNAN[RG],VARANNAN(V+vrids),05414
VARA*PEK[VB],VARA(5)*PRO,00240
VARELSE()+BEFINNA@p[VBAV],(POLY-VARELSE),00781
VARELSE()+FÖRFLYTTA@p[VBAV],(POLY-VARELSE),00781
VARELSE()+RÖRELSE@p[VBAV],(POLY-VARELSE),00781
VARELSE()+STILLASTÅENDE@p[VBAV],(POLY-VARELSE),00781
VARFÖR[AB],VARFÖR(JJ),00561
VARG[NN],VARG(S),15782
VARIERA[VB],VARIERA(JJ),00689
VARIT@b[VB],VARA@b,09261
VARJE[PN],VARJE(L),02855
VARJE-DAG[AB],VARJE-DAG(55),11833
VARJE-ÅR[AB],VARJE-ÅR(L),01458
VARG[NN],VARG(S),15782
VARM[JJ],VARM(J),11320
VARNA[VB],VARNA(L),02841
VARVA[VB],,
VATTEN[NN],VATTEN(S),01384
VATTENSTRÅLA[VB],,
VATTNAS-MUN(Jb)[VB],,
VATTNAS-MUN(Y)[VB],,
VECKA[NN],VECKA(J+7b),03700
VECKA[NN],VECKA(7b),08056
VECKA.PL[NN],VECKOR(J+7b),03544
VECKA+[AB?],,
VECKA-DÅTID[AB],FÖRRA-VECKA(J+Lb),03539
VECKA-DÅTID[AB],FÖRRA-VECKA(7b),04903
VECKA-DÅTID[AB],FÖRRA-VECKA(J+7b),08027
VECKA-DÅTID+[AB],,
VECKA-FRAMTID[AB],NÄSTA-VECKA(J+Lb),03540
VECKA-FRAMTID[AB],NÄSTA-VECKA(Lb),04905
VECKA-FRAMTID[AB],NÄSTA-VECKA(J+7b),08028
VECKA-FRAMTID+[AB],,
VELA-FRAM-TILLBAKA[VB],,
VEM[PN],VEM(J:),00123
VEM[PN],VEM(J),05115
VEM(N)[PN],VEM(J:),00123
VEM(N)[PN],VEM(J),05115
VERB[NN],VERB(JJ),11729
VERKLIG[JJ],VERKLIGEN(N),03960
VERKSAMHET[NN],VERKSAMHET(GG),02155
VETA-INTE[VB],VET-INTE(55b),01695
VETA-INTE(Vbt)[VB],VET-INTE(55b),01695
VETA[VB],VET(J),00034
VETA*INTE[VB],VET(J)*INTE,01663
VETA*PERF[VB],VET(J+slås),01862
VIA[PP],VIA(J+J),15458
VIBRERA[VB],VIBRERA(J+L),15284
VID[PP],VID(LL),03158
VIDEO[NN],VIDEO(LL),03234
VID-DEN-TIDEN(J)[AB],,
VID-DEN-TIDEN(L)[AB],,
VIKTIG[JJ],VIKTIG(G),02033
VIKTIG[JJ],VIKTIG(GG),07440
VIKTIG*BÄST[JJ],,
VILA[VB],VILA(55),00986
VILD[JJ],VILD(LL+vrids),01993
VILD[JJ],VILD(LL),07428
VILKEN[PN],VILKEN(J),00124
VILKEN(N)[PN],VILKEN(J),00124
VILL[VB],VILL(J),00167
VILL-INTE[VB],VILL-INTE(5),00857
VILL-INTE[VB],VILL-INTE(55),05384
VILLA[NN],VILLA(JJ),08079
VILL*HA[VB],VILL(J)*HA,12546
VILLKOR[NN],VILLKOR(L),02834
VIN[NN],VIN(V),04129
VIND[NN],VIND(B+öga),16258
VINKA[VB],,
VINNA[VB],VINNA(J+5b),01585
VINNA[VB],VINNA(5b>G),13561
VINTER[NN],VINTER(^),01931
VINTER[NN],VINTER(G+G),07405
VIRKA[VB],,
VISA[VB],VISA(JJ),00649
VISA-FINGRET[VB],TÄNKER-INTE-TA(R),03930
VISA-FINGRET[VB],OGILLA(R),12056
VISSTE-INTE(Vbs)[VB],FÅ-VETA-NÅGOT(88o>8),04062
VISSTE-INTE(Vbs)[VB],FÅ-REDA-PÅ(88o>8),04063
VISSTE-INTE(Vbs)[VB],ÖVERRASKAD(OO>8),15483
VISSTE-INTE(Vt)[VB],FÅ-VETA-NÅGOT(88),08213
VISSTE-INTE(Vt)[VB],FICK-REDA-PÅ(88),08216
VISSTE-INTE(Vt)[VB],ÖVERRASKAD(OO>8),15483
VISUELL[JJ],VISUELL(V),04105
VISUELL[JJ],VISUELL(V:),08227
VIT[JJ],VIT(L),02773
VITTNE[NN],VITTNE(N),07197
VOLLEYBOLL[NN],VOLLEYBOLL(88),04344
VOLLEYBOLL[NN],VOLLEYBOLL(55),13505
VOLLEYBOLL.SPELA[VB],VOLLEYBOLL(88),04344
VOLLEYBOLL.SPELA[VB],VOLLEYBOLL(55),13505
VREDESUTBROTT(L)[NN/VBS?],VREDESUTBROTT(5),00803
VREDESUTBROTT(L)[NN/VBS?],VREDESUTBROTT(44),15604
VREDGAD[VBS],,
VRIDA[VB],,
VUXEN[JJ],VUXEN(J),00253
VUXEN.PL[JJ],,
VÄDER[NN],VÄDER(J),05513
VÄG[NN],VÄG(JJ),00588
VÄGG[NN],VÄGG(J),00223
VÄGGYTA.kl[NNKL],,
VÄL@b[AB],VÄL@b,05515
VÄLJA[VB],VÄLJA(7v),03284
VÄLJA[VB],VÄLJA(L+7v),03291
VÄLJA[VB],VÄLJA(L+7v:),07925
VÄLJA[VB],VÄLJA(77v),11170
VÄLJA-BORT[VB],,
VÄLKOMMEN[JJ],VÄLKOMMEN(J),00192
VÄLKOMMEN[JJ],VÄLKOMMEN(JJ),05157
VÄN[NN],VÄN(SS),01477
VÄNSKAP[NN],VÄNSKAP(SS),04426
VÄNSTER[?],VÄNSTER(uarm+J),00153
VÄNSTER[?],VÄNSTER(J),00236
VÄNSTER[?],VÄNSTER(V),15107
VÄNTA[VB],VÄNTA(J+bröst),00207
VÄNTA[VB],VÄNTA(J),12052
VÄNTA-LITE[VB],,
VÄNTA-PÅ[VB],VÄNTA-PÅ(JJ),00654
VÄRD[VBS],VÄRD(J+O),05684
VÄRKA[VB],,
VÄRLD[NN],VÄRLD(55),01210
VÄRMA[VB],VÄRMA(J),05525
VÄRMESTRÅLA[VB],,
VÄRRE[JJ],VÄRRE(V+V),04182
VÄRST[JJ],,
VÄRVA[VB],VÄRVA(V),04162
VÄRVA[VB],VÄRVA(VV),04246
VÄRVA1[VB],,
VÄSKA[NN],VÄSKA(G),02037
VÄST[AB],VÄST(J),00227
VÄST[AB],VÄST(V),11172
VÄTSKA()+FÖRFLYTTA@p[VBAV],(POLY-VÄTSKA),08312
VÄXA[VB],VÄXA(5+5),00917
VÄXA[VB],VÄXA(55),04651
VÄXA[VB],VÄXA(5),05408
VÄXA-UPP[NN/VB],VÄXA-UPP(J),00249
VÄXLA-MELLAN[VB],,
VÄXT[NN],VÄXT(J+4),16546
VÅGA(A)[VB],,
VÅGA(Lt)[VB],,
VÅNINGSPLAN[NN],VÅNING(Jvt+upp),01124
VÅNINGSPLAN[NN],VÅNING(Jvt),01125
VÅNINGSPLAN+[NN],,
VÅR(B)[NN],VÅR(B),02329
VÅR(Jt)[NN],VÅR(JJvt>A),00776
VÅRD[NN],VÅRD(55),00817
VÅRD[NN],VÅRD(5),05364
VÅRDARE[NN],VÅRDARE(7b),03618
VÅT[JJ],VÅT(55),01677
WC@b[NN],WC@b,05487
YNGRE[JJ],YNGRE(J),00009
YNGST[JJ],YNGST(Jvt)^BÄST,07226
YR[JJ],YR(5),13062
YRKE[NN],YRKE(J+B+ner),04655
YRKE[NN],YRKE(J+B+fram),02413
YTLIG[JJ],,
YXA[NN],YXA(J),00229
ZOO@b[NN],ZOO@b,05529
zzz@&,,
zzz@z,,
zzz@z@ca[VBCA],,
Å-ANDRA-SIDAN[KN],,
ÅKA[VB],ÅKA(NN),04036
ÅLDER[NN],ÅLDER(5),00790
ÅLDER[NN],ÅLDER(J),15310
ÅNGEST[NN/VBS?],ÅNGEST(55b>GG),00950
ÅNGEST[NN/VBS?],ÅNGEST(5b>G),05416
ÅNGRA[VB],ÅNGRA(5b),01484
ÅR[NN],ÅR(L),02861
ÅR@b[NN],ÅR@b,09291
ÅR+[AB],,
ÅR-DÅTID+[AB],,
ÅR-FRAMTID+[AB],,
ÅSIKT[NN],ÅSIKT(L^J+L),02623
ÅSKÅDA[VB],HEJA-PÅ(GG+cirkel),07895
ÅT-SIDAN[AB],AVKLARAT(J+J),00485
ÅTAGA-SIG[VB],TA-EMOT(55+ner),08263
ÅTERKOMMANDE-BAKÅT[AB],,
ÅTTA[RG],ÅTTA(8),11885
ÅTTIO[RG],ÅTTIO(8),11913
ÄCKLIG[JJ],ÄCKLIG(5),00843
ÄGG[NN],ÄGG(A+N),04013
ÄGG[NN],ÄGG(A+N+mot),16382
ÄH[INTERJ],ÄSCH(5),08850
ÄLDRE[JJ],ÄLDRE(J),01078
ÄLDRE.ÄLDST[JJ],ÄLDST(J),00024
ÄLG(Jb)[NN],ÄLG(Jvt^Jvt+Jvt),01084
ÄLG(Jb)[NN],ÄLG(Jvt+Jvt),05454
ÄLSKA[VB],ÄLSKA(JJ),06012
ÄLSKA[VB],ÄLSKA(J),04971
ÄMNE[NN],ÄMNE(7b),03665
ÄN[PP],ÄN(J+J),00432
ÄN@b[AB],ÄN@b,09287
ÄNDRA[VB],ÄNDRA(GG),02222
ÄNDÅ[AB],ÄNDÅ(VV),00582
ÄNDÅ[AB],ÄNDÅ(VV+vrids),09172
ÄNTLIGEN[AB],ÄNTLIGEN(5b),09167
ÄNTLIGEN[AB],ÄNTLIGEN(J+5b>G),01586
ÄRLIG[JJ],ÄRLIG(N+haka),09163
ÄRLIG[JJ],ÄRLIG(J+N),06016
ÄRVA[VB],,
ÄTA[VB],ÄTA(A),01267
ÄTA(G)[VB],,
ÄTA(N)[VB],,
ÄTA(Q)[VB],,
ÄVEN[AB],ÄVEN(VV),04274
ÄVENTYR[NN],ÄVENTYR(G+G),02112
ÄVENTYR[NN],ÄVENTYR(G+G+studs),07465
Ö[NN],Ö(framr)@b,08947
ÖGA[NN],ÖGA(L),02636
ÖGON[NN],ÖGON(L),13577
ÖKA[VB],ÖKA(55),00995
ÖL@b[NN],ÖL@b,01793
ÖNSKA[VB],ÖNSKA(JJ),00183
ÖNSKA[VB],ÖNSKA(J),05143
ÖPPEN[JJ],ÖPPEN(JJ),15301
ÖPPNA[VB],ÖPPNA(J+J),00292
ÖPPNA[VB],ÖPPNA(JJ),11176
ÖPPNA(G)[VB],,
ÖRA[NN],ÖRA(L),02667
ÖRA[NN],ÖRA(7a),07952
ÖVA[VB],ÖVA(G+B),02438
ÖVER[PP],ÖVER(J+J),00472
ÖVERALLT[AB?],ÖVERALLT(5b),01545
ÖVERDRIVA[VB],ÖVERDRIVA(Jt->A),00909
ÖVERDRIVA[VB],ÖVERDRIVA(J+A),09128
ÖVERDRIVA[VB],ÖVERDRIVA(J+A+hö),04823
ÖVERDRIVA[VB],ÖVERDRIVA(J+J>A)),05583
ÖVERLÄGSEN[JJ],ÖVERLÄGSEN(V+V),04185
ÖVERLÄMNA(A)[VB],,
ÖVERLÄMNA(J)[VB],,
ÖVERENS[AB],ÖVERENS(BB),04951
ÖVERRASKA[VB],ÖVERRASKAD(5+m),00855
ÖVERRASKA[VB],ÖVERRASKAD(55),00961
ÖVERRASKA[VB],ÖVERRASKAD(5),05383
ÖVERSÄTTA[VB],ÖVERSÄTTA(AA),01335
ÖVERSÄTTA[VB],ÖVERSÄTTA(AA:),11718
ÖVERTALA[VB],ÖVERTALA(QQ),03893
ÖVRIG[JJ],ÖVRIGA(O>5),01810
ÖVRIG[JJ],ÖVRIGA(J+O>4),15311
ÖVRIG[JJ],ÖVRIGA(J+Q),07371
